name,team,position,jersey_number,height,weight,age,birth_date,college,draft_year,draft_round,draft_pick,years_pro,games_played,games_started,twitter_handle,instagram_handle,twitter_followers,instagram_followers,wikipedia_url,career_highlights,awards,data_source,scraped_at,brand_power,proof,proximity,velocity,risk,total_gravity
Akayleb Evans,panthers,CB,29.0,"6'2""",198,,,Missouri,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.364322,600.0,0.0,1050.0,0.0,4100.0,7.7
Mitchell Evans,panthers,TE,84.0,"6'5""",260,,,Notre Dame,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.364627,600.0,0.0,1160.0,0.0,7250.0,11.1
Ryan Fitzgerald,panthers,K,35.0,"5'11""",193,,,Florida State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.364846,600.0,2500.0,1050.0,2000.0,6500.0,20.6
Ikem Ekwonu,panthers,OT,79.0,"6'4""",320,,,N.C. State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.363611,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Ethan Garbers,panthers,QB,10.0,"6'2""",207,,,UCLA,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.365913,780.0,0.0,1160.0,0.0,8300.0,12.6
Jacolby George,panthers,WR,80.0,"5'11""",172,,,Miami,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.366493,720.0,0.0,1050.0,0.0,5750.0,9.7
Isaac Gifford,panthers,SAF,25.0,"6'0""",203,,,Nebraska,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.366808,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Jack Henderson,panthers,SAF,20.0,"6'2""",215,,,Minnesota,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.367359,600.0,2500.0,1050.0,2000.0,6350.0,20.5
Jaycee Horn,panthers,CB,8.0,"6'1""",200,,,South Carolina,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.367648,600.0,0.0,1050.0,0.0,4400.0,8.0
Jimmy Horn Jr.,panthers,WR,15.0,"5'8""",171,,,Colorado,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.367933,720.0,0.0,1050.0,0.0,6350.0,10.2
Chuba Hubbard,panthers,RB,30.0,"6'1""",210,,,Oklahoma State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.368330,600.0,0.0,1050.0,0.0,4510.0,8.1
Jared Harrison-Hunte,panthers,DL,75.0,"6'4""",294,,,SMU,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.366943,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Kobe Hudson,panthers,WR,86.0,"6'0""",193,,,UCF,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.368787,720.0,0.0,1050.0,0.0,5750.0,9.7
Mike Jackson,panthers,CB,2.0,"6'1""",210,,,Miami,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.369882,600.0,0.0,1050.0,0.0,4400.0,8.0
Cam Jackson,panthers,DT,76.0,"6'6""",328,,,Florida,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.370024,600.0,0.0,1050.0,0.0,7550.0,11.2
J.J. Jansen,panthers,LS,44.0,"6'2""",235,,,Notre Dame,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.370634,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Thomas Incoom,panthers,LB,48.0,"6'2""",265,,,Central Michigan,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.369401,600.0,0.0,1050.0,0.0,6050.0,9.7
Josey Jewell,panthers,ILB,47.0,"6'2""",236,,,Iowa,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.371637,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Patrick Jones II,panthers,LB,91.0,"6'4""",264,,,Pittsburgh,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.372360,600.0,0.0,1050.0,0.0,5750.0,9.3
Luke Kandra,panthers,G,67.0,"6'4""",319,,,Cincinnati,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.372839,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Jarrett Kingston,panthers,G,61.0,"6'4""",308,,,USC,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.373149,600.0,2500.0,1050.0,2000.0,6050.0,20.2
DJ Johnson,panthers,LB,52.0,"6'4""",260,,,Oregon,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.372174,600.0,0.0,1050.0,0.0,6050.0,9.7
Xavier Legette,panthers,WR,17.0,"6'3""",227,,,South Carolina,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.373437,720.0,0.0,1050.0,0.0,6350.0,10.2
Damien Lewis,panthers,G,68.0,"6'2""",327,,,LSU,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.373732,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Steven Losoya,panthers,G,66.0,"6'3""",324,,,Vanderbilt,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.373893,600.0,2500.0,1050.0,2000.0,6050.0,20.2
T.J. Luther,panthers,WR,15.0,"5'11""",195,,,Gardner-Webb,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.374176,720.0,0.0,1050.0,0.0,6350.0,10.2
Kayron Lynch-Adams,panthers,RB,34.0,"5'10""",215,,,Michigan State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.374422,600.0,0.0,1050.0,0.0,4510.0,8.1
Robert Hunt,panthers,OT,50.0,"6'6""",323,,,Louisiana-Lafayette,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.369120,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Sam Martin,panthers,P,6.0,"6'1""",211,,,Appalachian State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.374664,600.0,2500.0,1050.0,2000.0,6800.0,20.9
Cade Mays,panthers,G,64.0,"6'6""",325,,,Tennessee,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.375395,600.0,2500.0,1050.0,2000.0,6050.0,20.2
David Moore,panthers,WR,83.0,"6'0""",219,,,East Central,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.376890,720.0,0.0,1050.0,0.0,5750.0,9.7
Trevon Moehrig,panthers,SAF,7.0,"6'2""",202,,,TCU,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.376496,600.0,2500.0,1050.0,2000.0,6350.0,20.5
Bam Martin-Scott,panthers,LB,57.0,"6'2""",231,,,South Carolina,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.375213,600.0,0.0,1050.0,0.0,6050.0,9.7
Tetairoa McMillan,panthers,WR,4.0,"6'5""",212,,,Arizona,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.375725,720.0,0.0,1050.0,0.0,6350.0,10.2
Taylor Moton,panthers,OT,72.0,"6'5""",325,,,Western Michigan,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.377056,600.0,2500.0,1050.0,2000.0,6050.0,20.2
James Mitchell,panthers,TE,84.0,"6'4""",249,,,Virginia Tech,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.376024,600.0,0.0,1160.0,0.0,7250.0,11.1
Bryce Pierre,panthers,TE,45.0,"6'5""",255,,,UCLA,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.378294,600.0,0.0,1160.0,0.0,7550.0,11.4
Jack Plummer,panthers,QB,16.0,"6'5""",215,,,Louisville,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.378442,780.0,0.0,1160.0,0.0,8300.0,12.6
Mapalo Mwansa,panthers,LB,58.0,"6'2""",230,,,,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.377447,600.0,0.0,1050.0,0.0,6050.0,9.7
Yosh Nijman,panthers,OT,77.0,"6'7""",314,,,Virginia Tech,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.377707,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Tuasivi Nomura,panthers,LB,71.0,"6'1""",221,,,Fresno State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.377969,600.0,0.0,1050.0,0.0,6050.0,9.7
Lathan Ransom,panthers,SAF,22.0,"6'0""",206,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.379044,600.0,2500.0,1050.0,2000.0,6050.0,20.2
LaBryan Ray,panthers,DT,93.0,"6'4""",290,,,Alabama,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.379412,600.0,0.0,1050.0,0.0,7250.0,10.8
Michael Reid,panthers,CB,35.0,"6'2""",200,,,South Dakota,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.379652,600.0,0.0,1050.0,0.0,4100.0,7.7
Hunter Renfrow,panthers,WR,13.0,"5'10""",185,,,Clemson,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.379985,720.0,0.0,1050.0,0.0,6350.0,10.2
Demani Richardson,panthers,SAF,36.0,"6'1""",215,,,Texas A&M,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.380747,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Sam Roberts,panthers,DT,74.0,"6'5""",295,,,NW Missouri State University,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.380956,600.0,0.0,1050.0,0.0,7550.0,11.2
AShawn Robinson,panthers,DT,94.0,"6'3""",320,,,Alabama,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.381249,600.0,0.0,1050.0,0.0,7250.0,10.8
Jon Rhattigan,panthers,LB,49.0,"6'0""",236,,,Army,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.380534,600.0,0.0,1050.0,0.0,6050.0,9.7
JaTavion Sanders,panthers,TE,,"6'4""",252,,,Texas,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.381961,600.0,0.0,1160.0,0.0,7450.0,11.3
Nick Scott,panthers,SAF,21.0,"5'11""",200,,,Penn State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.382373,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Nic Scourton,panthers,DE,,"6'4""",280,,,Texas A&M,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.382808,600.0,0.0,1050.0,0.0,7450.0,11.1
Christian Rozeboom,panthers,LB,56.0,"6'2""",230,,,South Dakota State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.381540,600.0,0.0,1050.0,0.0,6050.0,9.7
Chau Smith-Wade,panthers,CB,26.0,"5'11""",176,,,Washington State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.383291,600.0,0.0,1050.0,0.0,4100.0,7.7
Adam Thielen,panthers,WR,19.0,"6'2""",195,,,Minnesota State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.383933,720.0,0.0,1050.0,0.0,6350.0,10.2
Trevian Thomas,panthers,SAF,42.0,"5'11""",196,,,Arkansas State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.384452,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Corey Thornton,panthers,CB,31.0,"6'1""",195,,,Louisville,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.384794,600.0,0.0,1050.0,0.0,4100.0,7.7
Brycen Tremayne,panthers,WR,87.0,"6'4""",212,,,Stanford,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.385040,720.0,0.0,1050.0,0.0,5750.0,9.7
Michael Tarquin,panthers,OT,71.0,"6'6""",313,,,Oklahoma,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.383555,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Tommy Tremble,panthers,TE,82.0,"6'4""",250,,,Notre Dame,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.385442,600.0,0.0,1160.0,0.0,7250.0,11.1
Shy Tuttle,panthers,DT,99.0,"6'3""",300,,,Tennessee,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.385703,600.0,0.0,1050.0,0.0,7250.0,10.8
Brandon Walton,panthers,OT,73.0,"6'5""",300,,,Florida Atlantic,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.386413,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Princely Umanmielen,panthers,LB,33.0,"6'4""",244,,,Mississippi,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.385925,600.0,0.0,1050.0,0.0,6050.0,9.7
Chandler Wooten,panthers,LB,,"6'3""",230,,,Auburn,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.388214,600.0,0.0,1050.0,0.0,5950.0,9.6
D.J. Wonnum,panthers,LB,98.0,"6'5""",258,,,South Carolina,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.387741,600.0,0.0,1050.0,0.0,5750.0,9.3
Bryce Young,panthers,QB,9.0,"5'10""",204,,,Alabama,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.389047,780.0,0.0,1160.0,0.0,8300.0,12.6
Trevin Wallace,panthers,LB,32.0,"6'1""",244,,,Kentucky,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.386224,600.0,0.0,1050.0,0.0,6050.0,9.7
Matthew Wright,panthers,K,37.0,"5'11""",174,,,UCF,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.388647,600.0,2500.0,1050.0,2000.0,6500.0,20.6
Jacoby Windmon,panthers,LB,41.0,"6'2""",250,,,Michigan State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.387062,600.0,0.0,1050.0,0.0,6050.0,9.7
Tershawn Wharton,panthers,DE,92.0,"6'1""",280,,,Missouri-Rolla,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.386701,600.0,0.0,1050.0,0.0,7250.0,10.8
Chandler Zavala,panthers,G,62.0,"6'3""",322,,,N.C. State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:28.389312,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Maurice Alexander,bears,WR,13.0,"5'11""",180,,,Florida International,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.655162,720.0,0.0,1050.0,0.0,6350.0,10.2
Tyson Bagent,bears,QB,17.0,"6'3""",213,,,Shepherd,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.655606,780.0,0.0,1160.0,0.0,8300.0,12.6
Ryan Bates,bears,OT,71.0,"6'4""",302,,,Penn State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.655902,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Andrew Billings,bears,DT,97.0,"6'1""",311,,,Baylor,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.656590,600.0,0.0,1050.0,0.0,7250.0,10.8
Kiran Amegadjie,bears,OT,72.0,"6'5""",326,,,Yale,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.655396,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Josh Blackwell,bears,CB,39.0,"5'11""",180,,,Duke,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.657989,600.0,0.0,1050.0,0.0,4100.0,7.7
Jaquan Brisker,bears,SAF,9.0,"6'1""",200,,,Penn State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.659314,600.0,2500.0,1050.0,2000.0,6350.0,20.5
Austin Booker,bears,DE,94.0,"6'6""",245,,,Kansas,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.658492,600.0,0.0,1050.0,0.0,7250.0,10.8
Miles Boykin,bears,WR,84.0,"6'4""",220,,,Notre Dame,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.658867,720.0,0.0,1050.0,0.0,5750.0,9.7
Swayze Bozeman,bears,LB,27.0,"6'1""",224,,,Southern Mississippi,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.659060,600.0,0.0,1050.0,0.0,6050.0,9.7
Luther Burden III,bears,WR,87.0,"6'0""",206,,,Missouri,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.659573,720.0,0.0,1050.0,0.0,5750.0,9.7
Major Burns,bears,SAF,35.0,"6'2""",207,,,LSU,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.659919,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Kevin Byard,bears,FS,31.0,"5'11""",212,,,Middle Tennessee State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.660144,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Alex Cook,bears,SAF,37.0,"6'1""",196,,,Washington,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.661135,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Stephen Carlson,bears,TE,88.0,"6'4""",240,,,Princeton,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.660544,600.0,0.0,1160.0,0.0,7250.0,11.1
Xavier Carlton,bears,DE,93.0,"6'6""",273,,,California,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.660879,600.0,0.0,1050.0,0.0,7250.0,10.8
Theo Benedet,bears,OL,79.0,"6'7""",305,,,University of British Columbia,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.656427,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Drew Dalman,bears,C,52.0,"6'3""",300,,,Stanford,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.661482,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Scott Daly,bears,LS,46.0,"6'1""",245,,,Notre Dame,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.661739,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Gervon Dexter Sr.,bears,DT,99.0,"6'6""",312,,,Florida,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.662287,600.0,0.0,1050.0,0.0,7250.0,10.8
Devin Duvernay,bears,WR,12.0,"5'11""",200,,,Texas,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.662556,720.0,0.0,1050.0,0.0,6350.0,10.2
Tremaine Edmunds,bears,MLB,49.0,"6'5""",250,,,Virginia Tech,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.662997,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Luke Elkin,bears,LS,43.0,"6'0""",233,,,Iowa,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.663671,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Jonathan Ford,bears,DT,64.0,"6'5""",338,,,Miami,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.663917,600.0,0.0,1050.0,0.0,7550.0,11.2
Power Echols,bears,LB,57.0,"5'11""",237,,,North Carolina,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.662816,600.0,0.0,1050.0,0.0,6050.0,9.7
Zah Frazier,bears,CB,20.0,"6'3""",185,,,Texas-San Antonio,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.664425,600.0,0.0,1050.0,0.0,4400.0,8.0
T.J. Edwards,bears,LB,53.0,"6'1""",242,,,Wisconsin,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.663439,600.0,0.0,1050.0,0.0,6050.0,9.7
Chris Glaser,bears,G,63.0,"6'4""",300,,,Virginia,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.665024,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Kyler Gordon,bears,CB,6.0,"6'0""",200,,,Washington,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.665244,600.0,0.0,1050.0,0.0,4400.0,8.0
Deion Hankins,bears,RB,35.0,"5'11""",222,,,Texas State-San Marcos,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.665684,600.0,0.0,1050.0,0.0,4510.0,8.1
Daniel Hardy,bears,DE,92.0,"6'3""",240,,,Montana State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.665956,600.0,0.0,1050.0,0.0,7250.0,10.8
Elijah Hicks,bears,SAF,22.0,"5'11""",200,,,California,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.666201,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Travis Homer,bears,RB,21.0,"5'10""",202,,,Miami,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.666414,600.0,0.0,1050.0,0.0,4510.0,8.1
John Jackson,bears,WR,82.0,"6'1""",215,,,Nevada,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.666829,720.0,0.0,1050.0,0.0,5750.0,9.7
Jonah Jackson,bears,G,73.0,"6'4""",312,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.667013,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Grady Jarrett,bears,DT,50.0,"6'0""",305,,,Clemson,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.667281,600.0,0.0,1050.0,0.0,7550.0,11.2
Jaylon Johnson,bears,CB,1.0,"6'0""",195,,,Utah,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.667558,600.0,0.0,1050.0,0.0,4400.0,8.0
Ruben Hyppolite II,bears,LB,47.0,"5'11""",236,,,Maryland,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.666658,600.0,0.0,1050.0,0.0,6050.0,9.7
Roschon Johnson,bears,RB,23.0,"6'0""",225,,,Texas,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.668042,600.0,0.0,1050.0,0.0,4510.0,8.1
Tysheem Johnson,bears,SAF,33.0,"5'10""",195,,,Oregon,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.668303,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Cole Kmet,bears,TE,85.0,"6'6""",260,,,Notre Dame,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.669609,600.0,0.0,1160.0,0.0,7250.0,11.1
Case Keenum,bears,QB,11.0,"6'1""",206,,,Houston,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.669067,780.0,0.0,1160.0,0.0,8300.0,12.6
Jonathan Kim,bears,K,27.0,"6'0""",227,,,Michigan State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.669430,600.0,2500.0,1050.0,2000.0,6500.0,20.6
Doug Kramer,bears,C,68.0,"6'2""",300,,,Illinois,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.669832,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Carl Jones,bears,LB,43.0,"6'2""",230,,,UCLA,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.668862,600.0,0.0,1050.0,0.0,6050.0,9.7
Colston Loveland,bears,TE,84.0,"6'6""",248,,,Michigan,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.670681,600.0,0.0,1160.0,0.0,7250.0,11.1
Braxton Jones,bears,OT,70.0,"6'5""",310,,,Southern Utah State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.668682,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Nick McCloud,bears,CB,24.0,"6'1""",190,,,Notre Dame,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.671175,600.0,0.0,1050.0,0.0,4100.0,7.7
Jordan McFadden,bears,G,74.0,"6'2""",303,,,Clemson,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.671454,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Jamree Kromah,bears,DL,59.0,"6'4""",275,,,James Madison,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.670405,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Kyle Monangai,bears,RB,25.0,"5'9""",210,,,Rutgers,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.672334,600.0,0.0,1050.0,0.0,4510.0,8.1
DJ Moore,bears,WR,2.0,"6'0""",210,,,Maryland,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.672709,720.0,0.0,1050.0,0.0,6350.0,10.2
Tarvarius Moore,bears,DB,30.0,"6'1""",200,,,Southern Mississippi,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.673059,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Bill Murray,bears,OL,60.0,"6'4""",307,,,William & Mary,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.673262,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Joshua Miles,bears,OT,78.0,"6'5""",325,,,Morgan State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.672000,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Jordan Murray,bears,TE,87.0,"6'5""",240,,,Hawaii,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.673785,600.0,0.0,1160.0,0.0,7250.0,11.1
Luke Newman,bears,G,65.0,"6'4""",308,,,Michigan State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.674160,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Dayo Odeyingbo,bears,DE,55.0,"6'6""",276,,,Vanderbilt,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.674536,600.0,0.0,1050.0,0.0,7550.0,11.2
Rome Odunze,bears,WR,15.0,"6'3""",215,,,Washington,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.674800,720.0,0.0,1050.0,0.0,6350.0,10.2
Jonathan Owens,bears,DB,36.0,"5'11""",210,,,Missouri Western,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.675286,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Zacch Pickens,bears,DT,96.0,"6'4""",300,,,South Carolina,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.675583,600.0,0.0,1050.0,0.0,7250.0,10.8
Austin Reed,bears,QB,16.0,"6'1""",220,,,Western Kentucky,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.675776,780.0,0.0,1160.0,0.0,8300.0,12.6
JP Richardson,bears,WR,26.0,"5'11""",192,,,TCU,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.675982,720.0,0.0,1050.0,0.0,6050.0,10.0
Jereme Robinson,bears,DT,69.0,"6'2""",264,,,Kansas,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.676613,600.0,0.0,1050.0,0.0,7550.0,11.2
Dominique Robinson,bears,DE,90.0,"6'5""",253,,,Miami (Ohio),,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.676318,600.0,0.0,1050.0,0.0,7250.0,10.8
Amen Ogbongbemiga,bears,LB,45.0,"6'0""",231,,,Oklahoma State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.675035,600.0,0.0,1050.0,0.0,6050.0,9.7
Cairo Santos,bears,K,8.0,"5'8""",175,,,Tulane,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.676968,600.0,2500.0,1050.0,2000.0,6800.0,20.9
Tyler Scott,bears,WR,10.0,"5'11""",185,,,Cincinnati,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.677222,720.0,0.0,1050.0,0.0,6350.0,10.2
Tyrique Stevenson,bears,CB,29.0,"6'0""",204,,,Miami,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.678779,600.0,0.0,1050.0,0.0,4100.0,7.7
Terell Smith,bears,CB,32.0,"6'0""",207,,,Minnesota,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.677793,600.0,0.0,1050.0,0.0,4100.0,7.7
Durham Smythe,bears,TE,81.0,"6'4""",248,,,Notre Dame,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.678202,600.0,0.0,1160.0,0.0,7250.0,11.1
Ameer Speed,bears,DB,38.0,"6'3""",215,,,Michigan State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:06:54.678547,600.0,2500.0,1050.0,2000.0,6050.0,20.2
